Symbol 1,Symbol 2,APR,SHARPE,
ADBE,NKE,0.192360428946483,1.20472569177187,-514.859277052632
NEE,PLD,0.192388825568422,1.66906462072097,-195.289810157895
PM,XOM,0.192398523914409,1.19030051612641,-198.687368421053
BA,TMO,0.192437061902258,0.879453731366676,-670.425022105263
AMAT,GE,0.192528150442502,0.945871966133526,-177.802631578947
GOOG,USB,0.192627724229783,1.17135046961939,-2296.83157894737
CRM,MSFT,0.192647902210516,1.48790812760117,-433.986842105263
MO,USB,0.192687889332983,1.35777633369986,-98.1638674736842
V,WMT,0.192978306857754,1.40195886873248,-326.417368421053
GOOGL,WFC,0.193012489108674,1.12678445280249,-2282.36631578947
GE,TXN,0.193242850894864,1.11479589730822,-235.37947368421
ACN,QCOM,0.193404217465009,1.14588910970483,-424.547574736842
GS,HD,0.193471406116676,1.41777579119132,-593.264578947368
GE,GOOG,0.19349036193157,1.08822581089846,-2319.85526315789
ABBV,CME,0.193552022469739,1.5238994502054,-345.992867368421
BA,CB,0.193753814022105,1.0950336020762,-334.715334736842
ADI,JNJ,0.193755291742164,1.48000076476464,-332.392076842105
GE,GOOGL,0.193806780724963,1.07994637560223,-2312.81315789474
DHR,GE,0.193974885621681,1.00059917074979,-327.185108421053
BDX,NOC,0.193983567281753,1.47442845260577,-711.105901578947
VZ,WMT,0.193999416899926,1.88895852784834,-173.735263157895
MO,NVDA,0.194116883615215,0.837051546648037,-223.521182736842
AMZN,KO,0.194242758059736,1.19974363769733,-175.557690789474
NEE,TMO,0.194298541210334,1.45576863043552,-612.80714631579
CAT,COST,0.194302236689939,1.21205318360241,-675.183157894737
CMCSA,GOOGL,0.194973334673278,1.42299903933217,-2281.90947368421
CCI,GOOG,0.1949764710601,1.39271931589208,-2421.84409736842
GOOGL,GS,0.195056060485601,1.32771171695655,-2543.80228263158
CCI,NOW,0.19506177158209,1.07441021234957,-646.116728947368
JPM,ORCL,0.195066197688189,1.32471474341662,-192.818421052632
KO,XOM,0.195178757981912,1.2288633722557,-157.608822368421
HON,MS,0.195200863276249,1.70762484081725,-268.284210526316
ADBE,INTC,0.195200992588265,1.05978513330464,-440.945263157895
MSFT,VZ,0.195212095030276,1.48712910225262,-311.421578947368
ABT,PLD,0.195237517589935,1.73834421812122,-230.321370157895
MS,TXN,0.195599871527483,1.42407186893792,-242.992105263158
AMGN,PLD,0.195716830267432,1.44972771424519,-363.299791210526
DHR,ZTS,0.195739813148613,2.02841798276227,-420.339318947369
AMD,DHR,0.195815129295253,0.98774449063838,-349.661950526316
ORCL,V,0.195857117699537,1.29981373811297,-273.298421052632
BA,DHR,0.195905346060963,0.902904398894876,-388.065108421053
COST,LIN,0.195932644711545,1.61022031832533,-778.335841052632
COP,PLD,0.195946804944621,0.992429549745273,-229.922949105263
MA,QCOM,0.195977570388984,1.0814160207271,-472.811785263158
JNJ,LLY,0.19600491056607,1.52982174703871,-478.532105263158
AAPL,AMAT,0.196140885158955,1.17338659516848,-246.543684210526
LOW,NOW,0.196158660189977,1.21713560380303,-658.264736842105
CCI,HON,0.196244609983921,1.48653657575162,-362.660413157895
COST,TMO,0.196264271407563,1.67489220830113,-1002.04712736842
BKNG,PFE,0.196285393812936,1.00241826103203,-2177.21578947368
BA,DE,0.196303452812541,1.07888392340356,-473.978947368421
AMAT,RTX,0.196616119769548,1.10483308469526,-199.906842105263
BMY,TSLA,0.196701325071269,0.809786786775943,-782.659473684211
NFLX,V,0.196719893429664,0.937492136926651,-390.35
NKE,NOW,0.19675374286467,1.12182007315273,-586.358750736842
COP,SPGI,0.196775006265052,1.02651464897108,-443.990526315789
C,CMCSA,0.197035452631583,1.46077126715526,-91.1621052631579
LOW,V,0.197098082012159,1.31992291824422,-389.867368421053
LOW,MCD,0.197115951655142,1.65943143332505,-430.0633
AMAT,TXN,0.197134004719597,1.45300630312034,-268.42
LIN,VZ,0.197146282031508,1.74527481160133,-364.120051578947
MA,PG,0.197362667680256,1.36831889302557,-481.145789473684
LLY,MO,0.197387911019405,1.25926967219738,-352.255446421053
IBM,NOC,0.197471517824998,1.47529776384318,-602.818870526316
DE,NOW,0.197524994356267,0.912456188255517,-812.464736842105
C,XOM,0.197554003481297,1.32193866328929,-145.648947368421
AMZN,TMUS,0.197725612340967,1.25539430562547,-246.034131578947
ADBE,GS,0.197739679364116,1.07137402089923,-703.617545789474
NEE,SPGI,0.198015911951933,1.67878541484006,-409.357387368421
AMGN,MO,0.198252238668132,1.61447111603258,-292.459656947368
LOW,SBUX,0.198294346751073,1.33796168271529,-262.259473684211
CB,MRK,0.198438189076903,1.4372368387818,-289.746127368421
BKNG,ORCL,0.198494142908089,1.08028247679781,-2196.25684210526
ADP,CI,0.198674928200923,1.28879929538528,-469.566781052632
DUK,QCOM,0.198802726600123,1.01798766605658,-240.080732631579
CRM,UNP,0.198983331134871,1.17177694374836,-389.324977894737
ABBV,UPS,0.199001685405713,1.2267483565919,-323.388421052632
LLY,V,0.199053729647127,1.3065206680478,-506.798421052632
BMY,XOM,0.199353930041299,1.26832800930633,-171.229473684211
ADBE,AMD,0.199431162494925,1.11469076528265,-495.105263157895
GOOGL,MA,0.199458490321625,1.50477057569126,-2579.94736842105
DUK,GOOG,0.199531026213324,1.37283578634347,-2354.25842105263
WFC,XOM,0.199536505911302,1.17284059335308,-137.898421052632
AMD,VZ,0.199565433481486,0.895988309179776,-145.525263157895
ADI,MMC,0.199588747203946,1.60260719492082,-310.662076842105
ADI,PEP,0.199790149987863,1.53556317394616,-320.505083157895
GOOG,LIN,0.19982275214587,1.58119984282125,-2560.92689368421
CSCO,MS,0.199935705297921,1.38296816372849,-124.351578947368
AMD,MA,0.200064263039238,0.915645104096507,-434.373157894737
ABT,NFLX,0.2001925189188,0.98223635274486,-297.675263157895
DHR,NKE,0.200205344223923,1.44751931811661,-369.415964421053
MA,TMO,0.200209900610629,1.26003181980832,-876.679232631579
CMCSA,SCHW,0.200346279548846,1.38461884743305,-106.694736842105
AXP,ISRG,0.20036180744886,1.2032606030714,-365.805263157895
BDX,KO,0.200518508999748,1.89607367026293,-308.265853421053
DHR,LIN,0.200565451477628,1.77957216310108,-568.256738947369
DE,GOOG,0.2006319697151,1.1121923419967,-2588.19210526316
ADI,HD,0.200717876828981,1.420468736784,-447.203320526316
CRM,ZTS,0.201208311825547,1.31742418589384,-338.767894736842
LMT,VRTX,0.201450332338689,1.17256307578062,-695.161028421053
LIN,V,0.201467405109602,1.71891518746424,-516.802156842105
CCI,SCHW,0.201518053329927,1.12557124785115,-239.587255263158
C,GOOGL,0.201569496902813,1.22971806393062,-2290.11684210526
ABBV,UNP,0.201595826515311,1.6342046042301,-361.064451578947
ADP,ANTM,0.201643698682462,1.42867246647162,-695.766047368421
CMCSA,DHR,0.20165072978004,1.34770935772473,-296.281424210526
IBM,XOM,0.20172923751662,1.39975870030561,-234.298421052632
GE,NOW,0.201941321121399,0.931262251135415,-544.127894736842
SO,VZ,0.201954432767574,2.5889023112942,-122.371052631579
BKNG,DHR,0.202045246305766,1.00591301805836,-2381.11195052632
C,COST,0.202174768472676,1.21318785958666,-514.567894736842
DUK,LIN,0.202245128879511,1.79320273769215,-420.236893684211
ADBE,ZTS,0.202283106564539,1.63503522957681,-565.782631578947
CCI,RTX,0.202287957626158,1.32604811735477,-268.85515
AMAT,PM,0.202358370228885,1.09219173786773,-208.144736842105
ACN,DE,0.202508125892,1.21224100331238,-631.968947368421
BDX,QCOM,0.202562686120304,1.00999022538663,-379.91776368421
BDX,MDLZ,0.202632726897674,1.94582229677276,-307.872820526316
LLY,MCD,0.202838177864844,1.34637117709633,-546.994352631579
LLY,PG,0.202874119850183,1.36030605841962,-445.079473684211
COP,PFE,0.2029924316023,0.975540766559937,-161.184210526316
CMCSA,HD,0.203050422917133,1.45130791498999,-331.37177
BKNG,NVDA,0.203198258524315,0.910007159074436,-2301.02257842105
GILD,MMC,0.203334885880545,1.92885040641782,-214.481924947368
UPS,XOM,0.203362321401748,1.04218890325153,-274.380526315789
ADP,GOOG,0.203382224738149,1.51763228849725,-2460.64340210526
ADP,XOM,0.203476582944056,1.22005668454888,-309.133402105263
CCI,MS,0.203514391742075,1.29024275107142,-254.363571052632
PLD,SBUX,0.203549874605685,1.49625012584557,-195.388212263158
CCI,GE,0.203590337807312,1.05882860136831,-246.750939473684
DHR,TXN,0.203805892182624,1.58130999295728,-417.802476842105
CVS,TSLA,0.203822577020475,0.841099848448712,-801.022105263158
ACN,TMO,0.204017602773871,1.629473496435,-828.415022105263
AMT,RTX,0.204034911786372,1.31320042705256,-346.292137368421
BKNG,MMM,0.20411867582242,1.06198148852857,-2266.52
COST,HON,0.204139842313611,1.62063840261776,-653.173684210526
C,COP,0.204173687542774,1.1408352063062,-159.961052631579
CME,GILD,0.204342025984303,1.48495838451018,-262.149529157895
LIN,MDLZ,0.204393855531936,2.09962146984106,-374.704262105263
BAC,MO,0.204438298496686,1.33988608247444,-83.149154631579
DE,XOM,0.204451174067771,1.22361155729921,-436.682105263158
ADI,BKNG,0.204654349100785,1.18836274787997,-2283.61681368421
MMM,SBUX,0.204705651177932,1.49944898906466,-215.953684210526
SCHW,TMO,0.204915403097138,1.10511198265297,-602.381337894737
GE,XOM,0.204929917695927,1.19075500515692,-168.345263157895
LIN,NEE,0.204957246519544,1.69746924142724,-389.09586
COST,MA,0.205196452783079,1.37288293371956,-804.398421052631
CRM,NEE,0.205199639179859,1.19344562219724,-248.875808421053
CCI,SPGI,0.205469321123029,1.76450371598543,-508.084097368421
ADBE,CRM,0.205481511038402,1.40172867758579,-573.48
LLY,PEP,0.205498329834173,1.48531498201243,-466.645111578947
AMZN,MMM,0.205600411691483,1.21167877558817,-254.125184210526
ANTM,PFE,0.205760291784358,1.48722277135718,-533.504750526316
CAT,PG,0.205762320284065,1.47687243388233,-351.93052631579
INTU,NFLX,0.205879402902527,1.01305864165587,-582.003684210526
MS,V,0.205897117844437,1.53020266044425,-283.343157894737
AMD,MDT,0.205966152014341,0.922308575380773,-187.583634157895
SPGI,TXN,0.205980312254538,1.64974190210748,-496.712631578947
ABT,DUK,0.20598294644386,1.68308936175372,-217.458947368421
DHR,UNP,0.206153013267801,1.48012968498712,-470.896402105263
GOOGL,HON,0.206203224276836,1.53623741341559,-2428.72263157895
BA,MS,0.206207481640913,1.1582256606482,-213.254736842105
AMGN,V,0.206385577296301,1.42701505093561,-447.002631578947
ANTM,BKNG,0.206529548628003,1.12275493814383,-2608.90475052632
GOOGL,LOW,0.206562092329252,1.47705736113249,-2426.95
BMY,UNP,0.206631686331801,1.87096127152993,-291.357609473684
CB,LLY,0.206633410199714,1.3354632948446,-504.903229473684
DUK,NOW,0.206705973339506,1.07149888491838,-578.531052631579
SPGI,XOM,0.206837423987305,1.08643033769999,-429.678421052632
ABT,SCHW,0.206930497803667,1.22290413954171,-175.892105263158
BLK,GE,0.206993538898528,1.39577842787011,-708.382452631579
C,GE,0.207103325211789,1.41278989432835,-122.065789473684
ABT,COP,0.207118276029742,1.01407174184777,-220.951052631579
HD,NFLX,0.207172176352676,0.969088064042865,-476.894927894737
MA,MS,0.207222264836317,1.47028504792285,-419.508947368421
ACN,ADI,0.207507664763755,1.83146104823334,-448.559971578947
MA,NFLX,0.207628902941918,0.980882874601203,-526.515789473684
ABBV,KO,0.207662282122773,1.96014029795828,-206.616717105263
AMAT,GOOG,0.20776015618846,1.3744273977747,-2352.89578947368
NKE,QCOM,0.207943541210855,1.13787970812183,-247.908430736842
QCOM,ZTS,0.208245483459925,1.2581876366048,-298.831785263158
COST,USB,0.208374877908994,1.21733383170842,-514.24052631579
MMM,V,0.20843532835468,1.56564732524524,-343.561578947368
ACN,V,0.208439597080435,1.96080878246875,-494.600526315789
ANTM,CB,0.208557310905127,1.59080491949416,-684.051137894737
HON,SCHW,0.208743922756491,1.44978603193725,-253.507894736842
SO,V,0.208758667662845,1.62317933926533,-275.053157894737
ABT,AMD,0.208862251623425,0.990582241142376,-205.532631578947
AAPL,PLD,0.208909795015417,1.71841427063866,-260.768738578947
GE,SCHW,0.208917300578116,1.37180748707094,-137.598421052632
NEE,WMT,0.208924017576962,1.68105803086038,-198.711071578947
AMGN,NOW,0.209084723626625,1.12329259563599,-715.4
ADI,DUK,0.209088970634465,1.37400653762663,-264.093129473684
COP,UNH,0.209106872849657,1.13285617149087,-593.462645263158
CRM,MA,0.209171761549816,1.15020538155325,-512.747894736842
MDLZ,UNP,0.20928887912903,2.11954438171933,-277.343925263158
AMZN,CRM,0.209638170665166,1.19314500737099,-287.145710526316
GS,SBUX,0.209640158638108,1.71118480623227,-379.11175631579
MRK,SPGI,0.209651887686774,1.69329140456757,-422.006055789474
GOOG,GS,0.209757423214262,1.49562960016764,-2550.84438789474
GOOGL,MDLZ,0.209929931421936,1.68415759603958,-2301.68368421053
LLY,MDT,0.210014728067742,1.33169177806318,-396.174686789474
BDX,JNJ,0.210062379784004,2.31916844657011,-421.704399473684
CAT,NEE,0.210099946231131,1.27562730133901,-285.943176842105
JNJ,NEE,0.210136868464566,1.88458025447966,-250.726334736842
NVDA,USB,0.210173150339284,0.894749252976026,-224.072052105263
BKNG,TMO,0.210186703626279,1.01970090572211,-2663.47186421053
MO,WMT,0.2102749952187,1.65812304052209,-171.874393789474
LIN,PLD,0.21039184236435,1.80365387131793,-433.099316473684
MO,QCOM,0.210541001649145,1.01998841115417,-182.103021157895
GOOGL,MO,0.210566695389766,1.34547543461843,-2289.23860431579
AMAT,TMO,0.210584076568169,1.14264748064602,-642.585548421053
BKNG,MDLZ,0.210615966840169,1.21449237081896,-2187.55947368421
ANTM,CME,0.210793845287225,1.67034243554782,-683.617617894737
BKNG,NOW,0.210922430241435,1.01267025922248,-2598.05473684211
ADI,WMT,0.211182800269988,1.44817245616541,-280.376813684211
LIN,TMO,0.211207624874141,1.61832702609495,-850.616652631579
BLK,GS,0.211221315687149,1.86788721105213,-939.371577368421
AMT,GOOGL,0.211240696218631,1.54694480533954,-2492.23897947368
LOW,NEE,0.211268824934009,1.4371331373287,-262.161071578947
MDLZ,SPGI,0.211473633903843,1.95829442718261,-394.965789473684
BKNG,ZTS,0.211489723127485,1.14029127415906,-2291.84315789474
NOC,VRTX,0.211552980086024,1.16769289629718,-729.638344210526
MA,MMM,0.211588662268879,1.46632904375237,-479.727368421053
AMAT,KO,0.211767371750425,1.1223374838463,-167.066190789474
DHR,LOW,0.211976679696013,1.59177125526252,-441.321950526316
NVDA,SCHW,0.211989242775412,0.922406442752832,-239.932052105263
BA,LLY,0.212485550782986,0.928680061402975,-436.71
NFLX,PLD,0.212494926654108,0.963718506376011,-306.647159631579
INTC,INTU,0.2124981888319,1.21583918825196,-435.701052631579
ABT,BA,0.212694019559934,1.03155448247683,-243.935789473684
AVGO,WFC,0.212713929360463,1.13399761433783,-579.338321578948
BKNG,MMC,0.212804837456434,1.23745529737204,-2279.66105263158
COP,MS,0.213046953604778,1.25857516596929,-190.27
CRM,INTC,0.213062256873494,1.03272810934223,-213.930526315789
ANTM,IBM,0.21313598955429,1.52489282991447,-620.93106631579
GOOGL,MDT,0.213345319308952,1.5462214828593,-2333.15784468421
GS,ISRG,0.21344262359319,1.19739884390466,-512.744914210526
INTU,LOW,0.213512212172117,1.3577735952998,-581.521052631579
SBUX,TMO,0.213543163656774,1.41231565381999,-612.905548421053
HD,NVDA,0.213635257493046,1.04455057198952,-464.609085263158
AVGO,LLY,0.213703655882923,1.20077282975366,-840.853058421053
AMT,CAT,0.214030664644654,1.34282226241244,-462.106874210526
MO,MSFT,0.214265593497463,1.34944424738054,-309.560709578947
INTC,MDLZ,0.214618017888215,1.31046588550758,-101.949473684211
HON,PLD,0.214650651863235,1.55506157529546,-307.937159631579
ABT,NOW,0.21490322129101,1.31474259951063,-582.421578947368
COST,UPS,0.214911525716086,1.42440892157656,-643.299473684211
NEE,VZ,0.215240957706686,2.03456847357346,-126.310545263158
C,LLY,0.215371353349888,1.13926151507681,-353.133684210526
DHR,MMM,0.215558179239595,1.54950165631919,-395.016161052632
QCOM,WMT,0.21571688089803,1.12569320158683,-256.364416842105
PM,UPS,0.215972059969401,1.34162714636138,-281.139473684211
GOOGL,SO,0.216003849921205,1.53197065258142,-2312.13578947368
CCI,MO,0.216027236134793,1.51292423756042,-223.176385894737
COP,UNP,0.216135915285686,1.29395195859062,-326.368662105263
GOOG,V,0.216191843605251,1.80239724489563,-2450.82368421053
AMZN,MMC,0.216208232407772,1.51635901332536,-267.266236842105
MDT,NOW,0.216223749473174,1.13834316231294,-564.472581526316
CME,MRK,0.216475926366029,1.54576481283163,-289.312607368421
BA,BLK,0.216495698441338,1.25693100550113,-769.262452631579
ADBE,PLD,0.216962358618149,1.45526768080375,-519.894001736842
JNJ,MA,0.216978058157628,1.53087773530344,-514.598421052632
NOW,V,0.217217545197369,1.27625554242367,-675.096315789474
ABT,V,0.217246866031044,1.70846741864675,-314.024210526316
ADBE,SBUX,0.217278024269755,1.4093035147275,-475.988947368421
ADI,DHR,0.217339517993232,1.67754962194147,-412.112974736842
AMD,ZTS,0.217610638426031,1.09967099475141,-260.393157894737
COST,DHR,0.217887001816119,2.00695657973834,-719.687213684211
TSLA,USB,0.218141781253887,0.844456271205935,-756.751578947369
BDX,MA,0.218156167437437,1.41820635179673,-586.136504736842
AAPL,QCOM,0.218191357527457,1.32368125754054,-274.418627368421
KO,LLY,0.218344063834807,1.43605304533863,-365.093559210526
AMZN,BMY,0.218398540529249,1.40999780108955,-189.178342105263
GOOG,HON,0.218408688972378,1.64345441276767,-2435.76473684211
LOW,SCHW,0.21843355102302,1.23619091082525,-251.735263157895
CMCSA,INTU,0.218523595696358,1.29684422185535,-436.48052631579
PLD,VZ,0.218796479163902,1.76043732644277,-170.314001736842
ORCL,USB,0.218799918723592,1.40522022814632,-119.306315789474
QCOM,VZ,0.218860430915867,1.13969248709319,-183.963890526316
BDX,MRK,0.218879207522802,1.73393881118376,-334.913086842105
CSCO,UPS,0.218961281825113,1.54298275398643,-222.774210526316
BA,GOOGL,0.219339287444914,1.11250028112676,-2373.69315789474
ABT,WMT,0.219352595891622,1.81183614865403,-233.742631578947
GOOGL,V,0.219541424461024,1.71164108508909,-2443.78157894737
CI,V,0.219682168167511,1.44372991924869,-459.747063157895
LLY,PFE,0.219760316508461,1.3948559244287,-354.356842105263
CAT,NOW,0.219966930990281,1.03389311634649,-682.046842105263
BA,MSFT,0.220087350669097,1.06482665416378,-394.015263157895
BKNG,PLD,0.220115907885355,1.13633238662347,-2245.95452805263
AMZN,MDT,0.220159785590214,1.22250556522513,-206.638818368421
COP,GOOG,0.220218963063473,1.10431851580144,-2357.75052631579
GS,PLD,0.220256213106982,1.38640918795974,-423.016810684211
V,VZ,0.220525748222457,2.03503678417362,-254.016842105263
GE,NVDA,0.220611840711399,0.884889184962949,-247.095736315789
ACN,AMZN,0.220613932156231,1.58610121352017,-405.164131578947
MS,NOW,0.220660392601267,1.0483901755485,-551.74052631579
C,DHR,0.220816512436327,1.23655729994234,-304.488792631579
SPGI,V,0.220818740354952,1.83776634021351,-537.063684210526
ABT,MO,0.220874185865759,1.53243593666658,-159.481235894737
CCI,MSFT,0.220924277017754,1.73305676957851,-435.124097368421
MS,NFLX,0.220935635857368,0.936290295206343,-266.994210526316
CRM,QCOM,0.22096296461329,1.24244104806298,-306.529153684211
AAPL,SCHW,0.221155438025526,1.1273126652331,-206.339473684211
MDT,MMM,0.221179845500032,2.03825076399502,-232.937844684211
GOOG,SCHW,0.221486170781172,1.3863166962121,-2312.69157894737
LLY,PM,0.222159025690634,1.37258473525544,-406.172105263158
COST,MRK,0.222203674995119,1.65506286996788,-553.175003157895
AAPL,LOW,0.222534247910833,1.41556598907705,-327.64
AMD,SBUX,0.222551518541033,1.11288583706302,-170.599473684211
GILD,MCD,0.222576456682106,2.17877153141608,-304.67417231579
NEE,UNP,0.222729925311526,1.66217323913895,-291.735523157895
CAT,MSFT,0.222969338852911,1.31350599685591,-471.054210526316
AMZN,TXN,0.223125491826756,1.58271383240097,-276.9115
INTC,MRK,0.223172220637186,1.33690654537911,-128.98974
AAPL,NVDA,0.223201161564139,1.2648475838627,-315.836788947368
CRM,TMUS,0.223217887316027,1.1649873778718,-305.353684210526
COP,CSCO,0.223542791612029,1.16107686142347,-154.634210526316
GILD,USB,0.223546140399729,1.41856381941003,-110.486135473684
ADI,SO,0.223602826342068,1.52677136269151,-229.012603157895
MSFT,WMT,0.224113998763534,1.66961334020271,-383.822105263158
MA,T,0.224422026294949,1.69552846702452,-360.030526315789
ABBV,ADI,0.224736417504675,1.53681459564255,-302.281024210526
MRK,NOC,0.22486271257761,1.471494628569,-552.776505263158
MCD,NEE,0.224999501896044,2.07280562663064,-319.188582105263
SPGI,TMUS,0.225221273515812,1.62349138870401,-465.835263157895
BKNG,LOW,0.225310016717115,1.07723331312067,-2312.82578947368
BDX,WMT,0.225351485606331,1.73953976659954,-369.689136315789
CRM,MO,0.225368053729996,1.12556149193579,-222.039130631579
AMZN,XOM,0.225438855853448,1.08154918284098,-209.877289473684
LIN,SO,0.225461215514114,1.84404507831423,-385.156367368421
MDLZ,NEE,0.225662808506513,2.09641479099215,-136.894755789474
ACN,DHR,0.225677512477515,2.09889177755632,-546.055108421053
AMD,COST,0.225688941564857,1.09102851742314,-559.741052631579
ISRG,UPS,0.225693710187072,1.30582204941536,-387.791052631579
AMD,LIN,0.225855306983038,1.11179201228989,-408.310577894737
MRK,PEP,0.225945378927969,2.31249258283347,-251.488009473684
AXP,ORCL,0.226028579390354,1.34779304317338,-226.379473684211
HD,MMM,0.226365168538315,2.06068603098989,-430.106506842105
AAPL,AMGN,0.226381677663508,1.51894737679962,-384.775263157895
LIN,SPGI,0.22657620097598,2.20227064961848,-647.16689368421
ADI,BDX,0.226841024619019,1.47715086725068,-403.930160526316
AMZN,NOW,0.227191755090771,1.52126616278477,-585.659921052632
MCD,SPGI,0.227235971136123,2.47841965292152,-577.259615789474
LIN,NFLX,0.227248220721993,1.08241873990618,-500.453209473684
UNP,WMT,0.227391264989847,1.93365899651463,-339.160241052632
ADBE,HD,0.22739211347793,1.62976761833226,-690.14177
CAT,GILD,0.227540245553932,1.54886847078317,-271.428767052632
BMY,MA,0.227667354570143,1.67192615604937,-414.780526315789
COST,DE,0.227758565844359,1.30245925966726,-805.601052631579
AMZN,CCI,0.227933439170248,1.52819851554244,-288.282965789474
ADP,LLY,0.227960096917535,1.37278775015551,-516.618138947368
NKE,TMO,0.22813626637298,1.63717162059185,-651.775878105263
BA,ZTS,0.228605981028377,1.08207267867637,-298.796315789474
ABT,LIN,0.22862065554098,1.99287467367357,-424.12742
GOOG,MO,0.22908769843981,1.42700233140539,-2296.28070957895
ADI,TMO,0.229493475193137,1.78630357880409,-694.472888421053
ABBV,CRM,0.229552944638112,1.22677123288792,-318.204736842105
AMGN,MS,0.229581335903853,1.47945389044623,-323.646842105263
BDX,UNP,0.229632266136771,1.80270695930257,-462.713587894737
COST,CRM,0.229645961879939,1.41917850764586,-638.115789473684
CRM,SPGI,0.229673862607168,1.30531913249007,-506.946842105263
AMAT,NFLX,0.229766306454041,0.993713449511728,-292.422105263158
MO,ORCL,0.230053757293325,1.50125339172736,-118.755446421053
LLY,SO,0.230164317971243,1.60772630448777,-375.152631578947
CI,KO,0.230180950033571,1.73307558728342,-318.04220131579
AMAT,DHR,0.230230805054606,1.2137345780248,-360.225634736842
CSCO,GOOGL,0.230266622461411,1.64670066132454,-2284.79
COST,QCOM,0.23030399191362,1.32170880249577,-598.17968
AAPL,WMT,0.230349888745638,1.62083575319478,-264.19
NVDA,VZ,0.230781735288603,0.988585820902266,-225.382052105263
ACN,MRK,0.230782044917855,1.89481946612533,-379.542897894737
CAT,DUK,0.231040357654708,1.60512004555551,-317.084210526316
MRK,NEE,0.231147578138576,1.82769336673285,-163.935022105263
LOW,QCOM,0.23149856988359,1.28399054454194,-319.814416842105
ADI,NEE,0.231597086713887,1.68444211322093,-232.952095789474
AMAT,BLK,0.231621006215899,1.37570194062007,-741.422978947369
DUK,MA,0.231668158855351,1.57205498548613,-446.299473684211
COP,MSFT,0.231695219490407,1.10612246246855,-371.030526315789
SPGI,T,0.231839030233372,1.63305912062918,-354.22947368421
COP,GILD,0.231941479031738,1.13606786812372,-171.405082842105
PLD,UNP,0.232006857215389,1.91949371803758,-335.738979631579
BA,GOOG,0.23242493819919,1.16442787140309,-2380.73526315789
DUK,LLY,0.232677295816055,1.61057576022564,-410.233157894737
ABBV,BDX,0.232767135524088,2.10528016969387,-391.593346842105
AMZN,MS,0.232894445220147,1.33772168970875,-193.906763157895
MRK,PLD,0.233176487364337,1.67455254334656,-207.938478578947
GILD,LLY,0.233319752971379,1.59906996899534,-364.577714421053
SCHW,TXN,0.233480977904458,1.45229545363531,-228.215789473684
BLK,INTC,0.233677116064876,1.61361061068124,-676.699294736842
GILD,V,0.23376189533863,1.71082114020868,-264.478240736842
C,GOOG,0.234062939831196,1.4071115824166,-2297.15894736842
GE,PLD,0.234126098811988,1.21329187885864,-192.027685947368
INTU,MDT,0.234251055038295,1.4160746071356,-487.72889731579
AMGN,CI,0.234414865281416,1.64801704188609,-500.050747368421
GOOG,MDT,0.234519854750419,1.69443871375225,-2340.19994994737
LOW,PLD,0.234819254014384,1.8530684579755,-306.164528052632
AMAT,NOW,0.234864632994476,1.2326821359703,-577.168421052632
BKNG,COST,0.234937445202571,1.25406434358437,-2591.19105263158
GILD,MA,0.23504397992146,1.49012766321027,-400.644030210526
CMCSA,INTC,0.235132246848669,1.49496028684593,-82.1752631578947
HD,INTU,0.235305627191699,1.57450718893419,-684.897559473684
AMAT,GOOGL,0.235487314775399,1.47233766083031,-2345.85368421053
NOW,QCOM,0.235608785704201,1.33874826874586,-605.043364210526
NOW,TXN,0.235671436555833,1.50183019844633,-634.745263157895
BA,USB,0.236203142912536,1.37894902751514,-182.618421052632
CMCSA,TXN,0.236491763104233,1.97619926512978,-204.475789473684
DE,DHR,0.236685912446703,1.25398759925187,-595.521950526316
AMD,UNP,0.236703516717324,1.04156053785386,-310.950241052632
BDX,V,0.236708639608265,1.6330081172609,-449.970715263158
GE,TMO,0.237312741062542,1.17725966069942,-609.545022105263
UNP,VZ,0.237722235242516,2.49318188493226,-266.759714736842
DHR,MA,0.238090258680762,1.49133866104613,-594.319318947368
BMY,CI,0.238666410829756,1.94231305421618,-331.662852631579
CRM,MRK,0.238828581215631,1.15437100286366,-261.524476842105
ABT,CAT,0.238878537907618,1.40813439504372,-320.974736842105
QCOM,UNP,0.239133343553268,1.30637303365048,-349.388868421053
AMZN,T,0.239362125560927,1.34020428852129,-134.428342105263
MA,PLD,0.239363023226061,1.60723787854584,-459.161896473684
MO,NOW,0.239599264158854,1.1584279758494,-520.553341157895
AMAT,DE,0.239769239404608,1.17121617699417,-446.139473684211
ADBE,C,0.239791026274571,1.1564229350516,-449.932105263158
C,SPGI,0.240219875337211,1.40365494297112,-383.398947368421
MS,QCOM,0.240542558852094,1.22909234428103,-213.290206315789
AMZN,V,0.240650276130557,1.50666740971354,-317.262552631579
BA,HD,0.240664456085133,1.14880061435631,-423.155454210526
ANTM,LLY,0.240674408483843,1.46119619528865,-786.045803157895
CME,CSCO,0.240834735963765,1.93944540400097,-245.378656842105
BDX,NVDA,0.240902031160781,1.0194268229532,-421.335925263158
GOOGL,SCHW,0.240969467069289,1.47680123632221,-2305.64947368421
ACN,BKNG,0.241028503246538,1.38078494830692,-2417.55894736842
MMM,NOW,0.241086994442968,1.17686714789454,-611.958947368421
BKNG,CSCO,0.241133027367612,1.24710634642218,-2170.66578947368
MO,V,0.241187275865446,1.74982169066855,-252.155972736842
INTC,MS,0.241191376632015,1.4036998162144,-120.691578947368
